46198	46611.4	46169.1	46158	46287.9	
43224.2	43560.1	43236.3	43304.8	43382.8	
87323.8	86869.8	87771.9	87381.5	87356.5	
85547.6	86082.7	85089	85890.1	85690.2	
126234	126274	126181	126158	126384	
131196	130094	130652	130371	129806	
167997	166778	167594	167064	167632	
162656	161825	161612	161810	162497	
30787.5	30998	31048.8	30915.7	30722.1	
30631.6	30619.5	30819.3	30704.9	30709.3	
57072.6	56718.8	56680.4	56922.7	56896	
58632.7	58424.6	58467.6	58749.9	58120.3	
87748.9	87718.5	87841.8	87362.5	87894.2	
86776.5	87340	87198.2	86999.7	87132.7	
112941	113234	112821	113382	112317	
114756	114814	115319	114951	115388	
21430.1	21277.9	21350	21501.7	21380.4	
21474.6	21406.3	21521.3	21320	21319.6	
43206	43495	43409.8	43653.1	43415	
45465.4	45434.5	45676.2	45498.8	45324.1	
69438.9	69434.7	69029.4	69329.7	69416.1	
64887.7	64889.4	64498.7	64916.4	64517.1	
85718.9	85327.8	85458.3	85186.3	85521.3	
86473	86202.5	86736.1	86458.5	86445.3	
18451.3	18362.4	18558.1	18434.4	18407.5	
18768.4	18684.5	18809.1	18540.5	18879.4	
35474.1	35442.4	35263.9	35491.7	35228	
35311.1	35503.5	35278	35273	35244.5	
53069.6	52970.8	52932.8	52650.7	52733.5	
54647	55047.7	55040.3	54935.7	54573.9	
68710.1	68862.1	68656	68768.9	69153.1	
69894.1	69904.4	70175.2	70045.3	69994.1	
15203.7	15307	15222.1	15167.2	15260.3	
15660.8	15607	15668.9	15573.6	15544.7	
29818.5	29690.8	29784.9	29590.4	29559.2	
30497.9	30803.9	30838.2	30535.1	30563.6	
45202.4	45163.4	45150.3	45158.1	44999.7	
43783.5	44009.2	43885.4	44025.6	43695.3	
60063.5	59618	59821.6	59635.7	59799.7	
60068.8	60093.2	60309.8	59873.8	59831.9	
13259.3	13326.3	13242.9	13231.8	13222.1	
13903.9	13930.8	13881.3	13923.5	13896.4	
25633.4	25627.6	25799	25456.8	25771.8	
25903.7	25884.5	25736.3	25820.4	25990.1	
38141.1	38161.7	37901.7	38246.7	38139.2	
38165.5	38555.2	38286.3	38307	38311.3	
50888.5	50835.7	50808.1	50634.4	50682.5	
51639.7	51174.6	51207.4	51066.2	51209.3	
46078.5	46401	46296.4	46320.4	45936.1	
43656.5	43836.2	43747.2	43482.6	43528.9	
85034.7	85360	85723.6	85881.6	85449.6	
86331.9	86432.7	86721.6	86728.5	87078	
124718	124629	123887	124842	124533	
125601	124530	125419	125762	125681	
165634	165371	166686	165909	165080	
168485	167830	167532	167447	167839	
31173.3	30937	30998.2	31083.2	30879.8	
28680.9	28840.1	28656	28523.5	28472.9	
59647.6	59590.6	59637.5	59304.3	59656.8	
58876.9	59523.8	59026.2	59799	59485.8	
85945.3	85899.7	86149.5	85853.9	86725.2	
88438.7	88776.1	89070	88428.7	88352.7	
113917	114632	114145	114034	114281	
113639	113672	113924	113826	114283	
22352.7	22334.4	22432.9	22434.9	22497.1	
22539	22640.7	22411.7	22615.1	22536.8	
44769.3	44436.1	44614	44293	44370	
43116.3	43321.8	43510.6	42914	43525.4	
64991.1	65149.2	64859.8	65244.6	65066	
64731.7	64748.7	64707.7	64533.7	65033.8	
87267.9	87351.7	87080.2	86864.3	87223.7	
86318.7	86037.6	86248.6	86338.6	86240.1	
17330.3	17363.9	17176.7	17149.3	17303.3	
17892.3	17822.1	17796.2	17807.3	17674.8	
35183.2	35488.8	35164.1	35228.4	35302.9	
35701	35751	35975	35735.5	35918.3	
52963.7	52668.5	52581.9	52763.6	52900.2	
53324.3	53867.2	53478.2	53289.1	53486.9	
69372.8	69817.9	69780.1	69977.9	70060.7	
71701.3	71537.6	72154.8	71906.8	71810.6	
14694.5	14713.7	14663.9	14616.6	14738.9	
14902.1	14882.1	14865.3	14860.6	14963.7	
29505.8	29387.8	29514.5	29502.6	29467.2	
30561.3	30224.5	30692.3	30271.5	30405.3	
44702.7	44713.9	44957.1	44892.5	44673.9	
44754.5	44896.2	44817	44785.6	45048.4	
58687.3	58718.9	58637.1	58377.7	58455.1	
57619.1	57762.7	57721.1	57773.7	57592.3	
13184.4	13313.7	13182.6	13234.4	13203.4	
13626.1	13557.1	13497.1	13574.7	13595.6	
25313	25514.6	25359.3	25493	25307.3	
26510.5	26735.4	26686.1	26507.8	26675.1	
40056.3	39839.4	40001.8	39999.3	39821.7	
38700.3	38482.4	38473.5	38719.2	38707.7	
51310.1	51040.8	51221.3	51104.7	51258	
50211.9	50452.5	50554.4	50506	50210	
41997.2	42406.8	42405.6	42489.3	42295.3	
41885.6	41779.7	42145.1	41673.5	42063.9	
82558.9	82939.5	83107.4	82549.5	82824.8	
84644.8	84827.7	84626	84262.3	84553.6	
128837	128239	128103	128198	128939	
128226	127969	128156	128540	127817	
173417	172962	173307	172702	173473	
172601	174822	173288	173236	173791	
28975.6	28749.7	28947.3	29027.6	28846	
29914.1	30098.8	30126.2	30261.1	29946.7	
59388.7	59403	59644.1	59316.6	59521.1	
56943	56725	57000.5	56727.4	56670.7	
88826	89283.4	89472.7	88606.4	88894	
85799.8	85609.4	85312.8	84862.2	84855	
114966	114496	115169	114458	114893	
115638	115416	116186	115237	116399	
23210.6	22896.3	23004	23114.6	22884.2	
22125.1	22185.5	22087.4	22261	22291.3	
43589.4	43595.2	43296.3	43889	43720.3	
43090.4	43109.7	43144.3	43305.6	43047.1	
65224.7	65649	65297.7	64967.9	65470.5	
65925.1	66933.5	66784.3	66497.4	66343.6	
85380.7	84698.8	85232.3	84982.7	85096.8	
86803.2	86156.9	86314.7	86166	87047.2	
18430.4	18418.5	18506	18306.8	18472	
18517.7	18537.1	18483.4	18536.7	18501.1	
34970.7	35493	35468.3	35550.1	35560.8	
36072.2	35781.8	36064.5	35742.4	36053.3	
52351.3	52057.1	52366.5	52503.9	52368.7	
52283.7	51972.6	51867.4	52256.8	52348	
68880.3	68854.3	68781.4	68761.3	68669	
73402.5	73052	72824.5	72660.2	72913.6	
14562.6	14602.3	14548.7	14591.4	14563.1	
16208	16175.8	16159.8	16113	16101.7	
28992.8	28776.3	29140	29028.9	29045.8	
29907.3	29815	29807.7	29796.3	29808.3	
44101.4	44269.6	44242.7	44291.4	44174.1	
45226	45585.2	45251.2	45424.5	45455.8	
59327.3	58735.9	59371.8	59360	59061.8	
58661.2	58874.2	58861.1	58521.5	57985.5	
13186.4	13160.9	13321.2	13203.3	13093.8	
13247.3	13155.3	13243.1	13116.3	13142.3	
26947.5	26939.5	26953	26811.5	26842.2	
26050.4	26149.6	25944	25965.8	26044.4	
38771.1	38850.1	38837.1	38648.7	38588.9	
38104.5	37981.4	38148.2	37846.6	38342.6	
49097.1	49127.2	49068.7	49183.8	49502.6	
51871.3	51919.2	52032	51954.9	51883.3	
46118.1	45971.3	46418.3	46092	45967.6	
44654.7	44659.2	44283	44602.5	44801.3	
90988.6	90726.2	90730.6	90561.8	90698.3	
83085.3	83248.4	83209.4	82691.3	82786.4	
129166	129456	129354	128960	128544	
128347	128402	129110	128743	128913	
173611	173752	173273	174547	173855	
169134	167962	168702	168774	167904	
27908.6	27593.4	27952.7	27991.4	27950	
31400.6	31319	31504.5	31629.2	31508.4	
58043.1	57666.6	57697.9	57708.3	57992.1	
59243.6	59548.8	59375.7	59435.2	59435.7	
85893.8	85727.3	85354.8	86657	86156	
86079.2	86005.2	86204.4	86676.1	86695	
113716	113698	113989	113805	114121	
116510	115869	115909	115799	115775	
22201	22170.6	22261.9	22151.9	22066.6	
21917.4	21741.3	21877	21664.3	21795.7	
42066	42445.5	42346.1	42595.8	42240.2	
46688.6	46725.3	46653.4	46509.7	46701.5	
65170.3	65300.8	65548.8	65143.3	65415.3	
65307	65372.7	65157.3	65540.1	65100.4	
86263.9	86682.9	86673.9	86181	86898.7	
87827.2	87945.7	87797.4	87944.3	87610.4	
